Приорбанк Открытое акционерное общество, БИК PJCBBY2X;27.05.2025 16:22:59;
ВЫПИСКА ПО СЧЕТУ BY77PJCB10840216350285030478 С 01.01.2023 ПО 31.12.2023;
Исполнитель**************** 848;
Дата пред. опер.*********** 30.12.2022;
Счет клиента*************** BY77PJCB75972501744773309124 BYN Пассивный;
Наименование счета********* АЛЬФА СИСТЕМС;

Дата док.;N док.;Код опер;Корреспондент.Код;Корреспондент.Счет;Корреспондент.УНП;Корреспондент.Название;Номинал.Дебет;Номинал.Кредит;Назначение;Фактические дата и время мгновенного платежа;
05.01.2023;1364;1;AKBBBY2X;BY77 AKBB7799 2445080687706047;812147149;КАМЕННЫЙ МОСТ;9 067,70;0,00;ОПЛАТА ПО ДОГОВОРУ АРЕНДЫ 09-19А/268 ОТ 28.06.2021 ЗА ДЕКАБРЬ 2022 Г.СТАВКА НДС 20%, СУММА НДС 1511.28, ВСЕГО С НДС 9067.70;;
05.01.2023;15175;1;MMBNBY22;BY77 MMBN1134 3573344522594295;782446012;ЗЕЛЁНЫЙ ОСТРОВ;0,00;1 000,00;ОЛЛАТА ЗА УСЛУГИ ПО ПОДДЕРЖКЕ КОРПОРАТИВНОГО САЙТА, СОГЛАСНО ДОГОВОРУ N20 ОТ 31.05.2016 Г. ПО АКТУ N00000093 ОТ 30.12.2022 СУММА 1000.00 БЕЗНАЛОГА (НДС);;
05.01.2023;239;6;PJCBBY2X;BY77 PJCB1181 9679304090008392;120970530;MERIDIAN LABS;0,00;2 707,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;;
09.01.2023;806;6;PJCBBY2X;BY77 PJCB1598 8379610696491558;120970530;AMBERWAY GROUP;41,98;0,00;"Частичная оплата. Плата за услуги ""Приорбанк"" ОАО - срочные платежи за 05.01.2023 года ОДО ""ЦЕНТР ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ ""БИКОНСАЛТ"" согласно  договору № 9799 от 22.04.2014 и Перечню банк. и иных операций, оказ. ""Приорбанк"" ОАО за плату, и величин платы. Без НДС.   ";;
09.01.2023;1378;1;AKBBBY2X;BY77 AKBB1806 7382328095500782;585330358;АЛЬФА СИСТЕМС;400,00;0,00;ПОДОХОДНЫЙ НАЛОГ УДЕРЖАН ИЗ ОТПУСКНЫХ ЗА ЯНВАРЬ 2023 ГОДА И ПЕРЕЧИСЛЕН В БЮДЖЕТ ПОЛНОСТЬЮ ПО СРОКУ УПЛАТЫ ДО 09.01.2023 Г.;;
09.01.2023;1377;1;AKBBBY2X;BY77 AKBB1356 2126098863660743;772324917;ДЕЛЬТА СЕРВИС;600,00;0,00;ОТЧИСЛЕНИЯ В ФСЗН ИЗ ОТПУСКНЫХ ЗА ЯНВАРЬ 2023 ГОДА. РЕГИСТРАЦИОННЫЙ НОМЕР 527054500/БЮДЖЕТНЫЙ СТРАХОВОЙ ФОНД/ ПО СРОКУ УПЛАТЫ ДО 09.01.2023Г;;
09.01.2023;1376;1;PJCBBY2X;BY77 PJCB1774 3301524158672996;120970530;ТРИ СОСНЫ;2 850,40;0,00;ОТПУСКНЫЕ ЗА ЯНВАРЬ, 2023 СОГЛ. СПИСКУ N 863 ОТ 09.01.2023 Г. КОМИССИОННОЕ ВОЗНАГРАЖДЕНИЕ БАНКУ ЗА ЗАЧИСЛЕНИЕ УПЛАЧИВАЕТСЯ ПЛАТЕЛЬЩИКОМ;;
09.01.2023;240;6;PJCBBY2X;BY77 PJCB1181 9679304090008392;120970530;MERIDIAN LABS;0,00;1 346,35;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;;
11.01.2023;15;1;PJCBBY2X;BY77 PJCB7706 6280844845226879;628014865;ПЕРВАЯ СТУДИЯ;0,00;23 357,06;ОПЛАТА ЗА РАЗРАБОТКУ ПО СОГЛАСНО АКТА 02 ОТ 05.01.2023 ВСЕГО СУММА 23357,06 РУБ. БЕЗ НДС.;;
12.01.2023;1379;1;MTBKBY22;BY77 MTBK1563 2790239473490025;644286498;НОВЫЙ ФОРМАТ;696,52;0,00;ЗА КАНЦТОВАРЫ ПО СЧЕТ-ФАКТУРЕ NO МИСМ00-002741-С ОТ 12.01.2023СТАВКА НДС 20%, СУММА НДС 49.52, ВСЕГО С НДС 297.11;;
16.01.2023;1380;1;TECNBY22;BY77 TECN7754 5566768155414790;462868375;ГРАНИТ ПЛЮС;3 120,00;0,00;ОПЛАТА ПО ДОГОВОРУ ОКАЗАНИЯ АУДИТОРСКИХ УСЛУГ 3-23/А ОТ 16 ЯНВАРЯ 2023 ГОДА ПРЕДОПЛАТА 80%;;
19.01.2023;1381;1;AKBBBY2X;BY77 AKBB7163 4552921886462806;964448330;ПЕРВАЯ СТУДИЯ;46,75;0,00;СБОР ЗА РЕКЛАМУ ЗА 4 КВАРТАЛ 2022 ГОДА КОД ПЛАТЕЖА 01904;;
19.01.2023;1119;1;ALFABY2X;BY77 ALFA5243 1A93881234846888;556584785;ОРИОН МЕДИА;0,00;30 291,13;ОПЛАТА ЗА РАЗРАБОТКУ ПО СОГЛАСНО ДОГОВОРУ 1 ОТ 12.08.2022Г ЗА ДЕКАБРЬ   2022Г , БЕЗ НДС;;
20.01.2023;3593;6;PJCBBY2X;BY77 PJCB7424 3116096667337725;120970530;AMBERWAY GROUP;4,50;0,00;"Плата за услуги ""Приорбанк"" ОАО - Отзыв (изменение) пл. поручений в бел. руб. и ин. валюте до соверш действий по их исполн-ю, пл. треб. в бел. руб. и ин. валюте за период с 19.01.2023 по 19.01.2023 ОДО ""ЦЕНТР ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ ""БИКОНСАЛТ"" согласно договору 9799 от 22.04.2014 и Перечню банк. и иных операций, оказ. ""Приорбанк"" ОАО за плату, и величин платы. Без НДС.   ";;
20.01.2023;1019165;2;AKBBBY2X;BY77 AKBB7754 4010361502145417;312342894;ЗЕЛЁНЫЙ ОСТРОВ;403,07;0,00;ЗА УСЛУГИ ЭЛЕКТРОСВЯЗИ ДЕКАБРЬ 2022 И АБОНПЛАТУ. ВСЕГО К ОПЛАТЕ С НДС 403,07=. КОД 43488. СЧЁТ-ФАКТУРА ПРИЛАГАЕТСЯ.;;
20.01.2023;524;1;AKBBBY2X;BY77 AKBB7513 9824943953179749;6;ГРАНИТ ПЛЮС;1 620,00;0,00;ЗАРАБОТНАЯ ПЛАТА ЗА ДЕКАБРЬ 2022 ГОДА  Документ: 25.07.2022 03-22;;
20.01.2023;1386;1;PJCBBY2X;BY77 PJCB1774 3301524158672996;120970530;ТРИ СОСНЫ;2 633,96;0,00;ВЫПЛАТЫ ПО ДОГОВОРАМ ПОДРЯДА ЗА ЯНВАРЬ, 2023 СОГЛ. СПИСКУ N 866 ОТ 20.01.2023 Г. КОМИССИОННОЕ ВОЗНАГРАЖДЕНИЕ БАНКУ ЗА ЗАЧИСЛЕНИЕ УПЛАЧИВАЕТСЯ ПЛАТЕЛЬЩИКОМ;;
20.01.2023;1389;1;AKBBBY2X;BY77 AKBB7799 2445080687706047;812147149;КАМЕННЫЙ МОСТ;3 203,00;0,00;ОПЛАТА ПО ДОГОВОРУ АРЕНДЫ 09-19А/268 ОТ 15.11.2021 ЭЛЕКТРОЭНЕРГИЯ+ВОДОСНАБЖЕНИЕ+ОТОПЛЕНИЕ ЗА ДЕКАБРЬСТАВКА НДС 20%, СУММА НДС 533.83, ВСЕГО С НДС 3203.00;;
20.01.2023;1385;1;PJCBBY2X;BY77 PJCB1774 3301524158672996;120970530;ТРИ СОСНЫ;4 061,16;0,00;ВЫПЛАТЫ ПО ДОГОВОРАМ ПОДРЯДА ЗА ДЕКАБРЬ, 2022 СОГЛ. СПИСКУ N 865 ОТ 20.01.2023 Г. КОМИССИОННОЕ ВОЗНАГРАЖДЕНИЕ БАНКУ ЗА ЗАЧИСЛЕНИЕ УПЛАЧИВАЕТСЯ ПЛАТЕЛЬЩИКОМ;;
20.01.2023;1383;1;AKBBBY2X;BY77 AKBB7708 3857351755643295;296636385;АЛЬФА СИСТЕМС;13 600,00;0,00;ОТЧИСЛЕНИЯ ЗА 4 КВАРТАЛ 2022 ГОДА ИЗ ВЫРУЧКИ 1% ОТ СУММЫ 1 357 946,54 РЕГИСТРАЦИОННЫЙ НОМЕР ПВТ 415;;
20.01.2023;1388;1;AKBBBY2X;BY77 AKBB1356 2126098863660743;772324917;ДЕЛЬТА СЕРВИС;29 141,56;0,00;ОТЧИСЛЕНИЯ В ФСЗН ИЗ ЗАРПЛАТЫ ЗА ДЕКАБРЬ 2022 ГОДА. РЕГИСТРАЦИОННЫЙ НОМЕР 527054500/БЮДЖЕТНЫЙ СТРАХОВОЙ ФОНД/ ПО СРОКУ УПЛАТЫ ДО 20.01.2023Г;;
20.01.2023;523;1;ALFABY2X;BY77 ALFA1600 5499405121378553;6;МЕРИДИАН ГРУПП;30 122,37;0,00;ЗАРАБОТНАЯ ПЛАТА ЗА ДЕКАБРЬ 2022 ГОДА  Документ: 09.03.2021 б/н;;
20.01.2023;1387;1;AKBBBY2X;BY77 AKBB1806 7382328095500782;585330358;АЛЬФА СИСТЕМС;30 743,53;0,00;ПОДОХОДНЫЙ НАЛОГ УДЕРЖАН ИЗ ЗАРПЛАТЫ ЗА ДЕКАБРЬ 2022 ГОДА И ПЕРЕЧИСЛЕН В БЮДЖЕТ ПОЛНОСТЬЮ ПО СРОКУ УПЛАТЫ 20.01.2023 Г. КОД ПЛАТЕЖА 00101;;
20.01.2023;1384;1;PJCBBY2X;BY77 PJCB1774 3301524158672996;120970530;ТРИ СОСНЫ;169 901,33;0,00;ЗАРАБОТНАЯ ПЛАТА ЗА ДЕКАБРЬ, 2022 СОГЛ. СПИСКУ N 864 ОТ 20.01.2023 Г. КОМИССИОННОЕ ВОЗНАГРАЖДЕНИЕ БАНКУ ЗА ЗАЧИСЛЕНИЕ УПЛАЧИВАЕТСЯ ПЛАТЕЛЬЩИКОМ;;
20.01.2023;242;6;PJCBBY2X;BY77 PJCB1181 9679304090008392;120970530;MERIDIAN LABS;0,00;3 918,90;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;;
20.01.2023;241;6;PJCBBY2X;BY77 PJCB7223 6314119584876338;120970530;HARBOUR SOFT;0,00;232 560,20;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;;
23.01.2023;1481;6;PJCBBY2X;BY77 PJCB1598 8379610696491558;120970530;AMBERWAY GROUP;6,60;0,00;"Плата за услуги ""Приорбанк"" ОАО - Прием и обработка платежных инструкций, предоставленных в виде сводного платежного поручения   (СПП) - за один документ, сформированный по СПП за период c 20.01.2023 года по 20.01.2023 года ОДО ""ЦЕНТР ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ ""БИКОНСАЛТ"" согласно договору 9799 от 22.04.2014 и Перечню банк. и иных операций, оказ. ""Приорбанк"" ОАО за плату, и величин платы, без НДС.  ";;
23.01.2023;1506;6;PJCBBY2X;BY77 PJCB1598 8379610696491558;120970530;AMBERWAY GROUP;9,00;0,00;"Плата за услуги ""Приорбанк"" ОАО - срочные платежи за 20.01.2023 года ОДО ""ЦЕНТР ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ ""БИКОНСАЛТ"" согласно  договору № 9799 от 22.04.2014 и Перечню банк. и иных операций, оказ. ""Приорбанк"" ОАО за плату, и величин платы. Без НДС.   ";;
23.01.2023;803;6;PJCBBY2X;BY77 PJCB1262 4499809439093528;120970530;OAKROW LIMITED;13,17;0,00;"Плата за безнал.зачисл.ЗП и платежей к ней прирав.на карт-счета в нац. валюте ОДО ""ЦЕНТР ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ ""БИКОНСАЛТ"" согласно договору 9799 от 22.04.2014 за период с 20.01.2023 года по 20.01.2023 года согласно Перечню банк. и иных операций, оказ. ""Приорбанк"" ОАО за плату, и величин платы. Без НДС.  ";;
23.01.2023;804;6;PJCBBY2X;BY77 PJCB1262 4499809439093528;120970530;OAKROW LIMITED;800,77;0,00;"Частичная оплата. Плата за безнал.зачисл.ЗП и платежей к ней прирав.на карт-счета в нац. валюте ОДО ""ЦЕНТР ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ ""БИКОНСАЛТ"" согласно договору 9799 от 22.04.2014 за период с 20.01.2023 года по 20.01.2023 года согласно Перечню банк. и иных операций, оказ. ""Приорбанк"" ОАО за плату, и величин платы. Без НДС.  ";;
24.01.2023;1398;1;AKBBBY2X;BY77 AKBB1806 7382328095500782;585330358;АЛЬФА СИСТЕМС;0,02;0,00;ПОДОХОДНЫЙ НАЛОГ УДЕРЖАН ИЗ ДИВИДЕНДОВ ЗАЙЦЕВ А.А. ОТ СУММЫ 11503,74 БЕЛОРУССКИХ РУБЛЯ И ПЕРЕЧИСЛЕН В БЮДЖЕТ ПОЛНОСТЬЮ ПО СРОКУ УПЛАТЫ ДО24.01.2023 Г. КОД ПЛАТЕЖА 00101;;
24.01.2023;1397;1;AKBBBY2X;BY77 AKBB7799 2445080687706047;812147149;КАМЕННЫЙ МОСТ;10,00;0,00;ОПЛАТА ПО ДОГОВОРУ АРЕНДЫ 09-19А/268 ОТ 15.11.2021 ЭЛЕКТРОЭНЕРГИЯ+ВОДОСНАБЖЕНИЕ+ОТОПЛЕНИЕ ЗА ДЕКАБРЬСТАВКА НДС 20%, СУММА НДС 1.67, ВСЕГО С НДС 10.00;;
24.01.2023;1392;1;AKBBBY2X;BY77 AKBB1356 2126098863660743;772324917;ДЕЛЬТА СЕРВИС;1 000,00;0,00;ОТЧИСЛЕНИЯ В ФСЗН ИЗ ОТПУСКНЫХ ЗА ЯНВАРЬ 2023 ГОДА. РЕГИСТРАЦИОННЫЙ НОМЕР 527054500/БЮДЖЕТНЫЙ СТРАХОВОЙ ФОНД/ ПО СРОКУ УПЛАТЫ ДО 24.01.2023Г;;
24.01.2023;1396;1;AKBBBY2X;BY77 AKBB1806 7382328095500782;585330358;АЛЬФА СИСТЕМС;1 035,32;0,00;ПОДОХОДНЫЙ НАЛОГ УДЕРЖАН ИЗ ДИВИДЕНДОВ ЗАЙЦЕВ А.А. ОТ СУММЫ 11503,7 БЕЛОРУССКИХ РУБЛЯ И ПЕРЕЧИСЛЕН В БЮДЖЕТ ПОЛНОСТЬЮ ПО СРОКУ УПЛАТЫ ДО24.01.2023 Г. КОД ПЛАТЕЖА 00101;;
24.01.2023;1391;1;AKBBBY2X;BY77 AKBB1806 7382328095500782;585330358;АЛЬФА СИСТЕМС;1 500,00;0,00;ПОДОХОДНЫЙ НАЛОГ УДЕРЖАН ИЗ ОТПУСКНЫХ ЗА ЯНВАРЬ 2023 ГОДА И ПЕРЕЧИСЛЕН В БЮДЖЕТ ПОЛНОСТЬЮ ПО СРОКУ УПЛАТЫ 24.01.2023 Г. КОД ПЛАТЕЖА 00101;;
24.01.2023;1395;1;AKBBBY2X;BY77 AKBB1806 7382328095500782;585330358;АЛЬФА СИСТЕМС;1 553,00;0,00;ПОДОХОДНЫЙ НАЛОГ УДЕРЖАН ИЗ ДИВИДЕНДОВ ИВАНОВ А.А. ОТ СУММЫ 7255,5 БЕЛОРУССКИХ РУБЛЕЙ И ПЕРЕЧИСЛЕН В БЮДЖЕТ ПОЛНОСТЬЮ ПО СРОКУ УПЛАТЫ ДО24.01.2023 Г. КОД ПЛАТЕЖА 00101;;
24.01.2023;1393;1;PJCBBY2X;BY77 PJCB1774 3301524158672996;120970530;ТРИ СОСНЫ;2 140,92;0,00;АВАНС ЗА ЯНВАРЬ, 2023 СОГЛ. СПИСКУ N 868 ОТ 24.01.2023 Г. КОМИССИОННОЕ ВОЗНАГРАЖДЕНИЕ БАНКУ ЗА ЗАЧИСЛЕНИЕ УПЛАЧИВАЕТСЯ ПЛАТЕЛЬЩИКОМ;;
24.01.2023;1390;1;PJCBBY2X;BY77 PJCB1774 3301524158672996;120970530;ТРИ СОСНЫ;11 814,75;0,00;ОТПУСКНЫЕ ЗА ЯНВАРЬ, 2023 СОГЛ. СПИСКУ N 867 ОТ 24.01.2023 Г. КОМИССИОННОЕ ВОЗНАГРАЖДЕНИЕ БАНКУ ЗА ЗАЧИСЛЕНИЕ УПЛАЧИВАЕТСЯ ПЛАТЕЛЬЩИКОМ;;
24.01.2023;1394;1;PJCBBY2X;BY77 PJCB1774 3301524158672996;120970530;ТРИ СОСНЫ;26 171,00;0,00;ДИВИДЕНДЫ ЗА ДЕКАБРЬ, 2022 СОГЛ. СПИСКУ N 869 ОТ 24.01.2023 Г. КОМИССИОННОЕ ВОЗНАГРАЖДЕНИЕ БАНКУ ЗА ЗАЧИСЛЕНИЕ УПЛАЧИВАЕТСЯ ПЛАТЕЛЬЩИКОМ;;
24.01.2023;243;6;PJCBBY2X;BY77 PJCB1181 9679304090008392;120970530;MERIDIAN LABS;0,00;49 724,90;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;;
25.01.2023;1007;6;PJCBBY2X;BY77 PJCB1598 8379610696491558;120970530;AMBERWAY GROUP;9,00;0,00;"Плата за услуги ""Приорбанк"" ОАО - срочные платежи за 24.01.2023 года ОДО ""ЦЕНТР ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ ""БИКОНСАЛТ"" согласно  договору № 9799 от 22.04.2014 и Перечню банк. и иных операций, оказ. ""Приорбанк"" ОАО за плату, и величин платы. Без НДС.   ";;
25.01.2023;463;6;PJCBBY2X;BY77 PJCB1262 4499809439093528;120970530;OAKROW LIMITED;10,70;0,00;"Плата за безнал.зачисл.ЗП и платежей к ней прирав.на карт-счета в нац. валюте ОДО ""ЦЕНТР ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ ""БИКОНСАЛТ"" согласно договору 9799 от 22.04.2014 за период с 24.01.2023 года по 24.01.2023 года согласно Перечню банк. и иных операций, оказ. ""Приорбанк"" ОАО за плату, и величин платы. Без НДС.  ";;
25.01.2023;1686;6;PJCBBY2X;BY77 PJCB7424 3116096667337725;120970530;AMBERWAY GROUP;33,00;0,00;"Плата за услуги ""Приорбанк"" ОАО - зачисление в кредит счета валютных средств (REF 9300 от 24.01.2023 в сумме 110930.00 долларов США) за период с 24.01.2023 по 24.01.2023  ОДО ""ЦЕНТР ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ ""БИКОНСАЛТ"" согласно договору № 9799 от 22.04.2014 и Перечню банк. и иных опеераций, оказ. ""Приорбанк"" ОАО за плату. Без НДС.  ";;
25.01.2023;462;6;PJCBBY2X;BY77 PJCB1262 4499809439093528;120970530;OAKROW LIMITED;59,07;0,00;"Плата за безнал.зачисл.ЗП и платежей к ней прирав.на карт-счета в нац. валюте ОДО ""ЦЕНТР ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ ""БИКОНСАЛТ"" согласно договору 9799 от 22.04.2014 за период с 24.01.2023 года по 24.01.2023 года согласно Перечню банк. и иных операций, оказ. ""Приорбанк"" ОАО за плату, и величин платы. Без НДС.  ";;
25.01.2023;2797;6;PJCBBY2X;BY77 PJCB1262 4499809439093528;120970530;OAKROW LIMITED;261,71;0,00;"Плата за Зачисление страховых выплат,дивидендов,аренды,займов,других выплат и перечислений на счета ФЛ от ЮЛ/ИП на карт-счета в нац.валюте ОДО ""ЦЕНТР ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ ""БИКОНСАЛТ"" согласно договору 9799 от 22.04.2014 за период с 24.01.2023 года по 24.01.2023 года согласно Перечню банк. и иных операций, оказ. ""Приорбанк"" ОАО за плату, и величин платы. Без НДС.   ";;
26.01.2023;1399;1;ALFABY2X;BY77 ALFA1299 9367017529636945;169349784;ЗЕЛЁНЫЙ ОСТРОВ;120,00;0,00;ОПЛАТА ПО ДОГОВОРУ Б/Н ОТ 21 ИЮЛЯ 2022 ГОДА ЗА УСЛУГИ ПО ОРГАНИЗАЦИИ И ЗАПИСИ АУДИОФАЙЛА;;
31.01.2023;638;6;PJCBBY2X;BY77 PJCB1262 4499809439093528;120970530;OAKROW LIMITED;6,07;0,00;"Плата за безнал.зачисл.ЗП и платежей к ней прирав.на карт-счета в нац. валюте ОДО ""ЦЕНТР ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ ""БИКОНСАЛТ"" согласно договору 9799 от 22.04.2014 за период с 31.01.2023 года по 31.01.2023 года согласно Перечню банк. и иных операций, оказ. ""Приорбанк"" ОАО за плату, и величин платы. Без НДС.  ";;
31.01.2023;1400;1;PJCBBY2X;BY77 PJCB1682 3567296557639442;341985025;СЕВЕРНЫЙ ПУТЬ;15,00;0,00;РЕГИСТРАЦИЯ (ПРОДЛЕНИЕ СРОКА ДЕЙСТВИЯ РЕГИСТРАЦИИ) ДОМЕНА ABIATEC.RU , СОГЛАСНО ПУБЛИЧНОМУ ДОГОВОРУ ВОЗМЕЗДНОГО ОКАЗАНИЯ УСЛУГ ПО РЕГИСТРАЦИИ ДОМЕННЫХ ИМЕН В МЕЖДУНАРОДНЫХ ЗОНАХ СЧЕТ  7217823;;
31.01.2023;21540;6;PJCBBY2X;BY77 PJCB7132 6569790385918200;120970530;AMBERWAY GROUP;89,90;0,00;"Плата за услуги ""Приорбанк"" ОАО - дифференцированная плата за пакет услуг MS Business Direct ( договор 9799 от 01.03.2021 ) за период с 01.01.2023 года по 31.01.2023 года ОДО ""ЦЕНТР ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ ""БИКОНСАЛТ"" согласно Перечню банк. и иных операций, оказ. ""Приорбанк"" ОАО за плату, и величин платы. Без НДС.  ";;
31.01.2023;1402;1;AKBBBY2X;BY77 AKBB1806 7382328095500782;585330358;АЛЬФА СИСТЕМС;183,42;0,00;ПОДОХОДНЫЙ НАЛОГ УДЕРЖАН ИЗ ОКОНЧАТЕЛЬНОГО РАСЧЕТА ЗА ЯНВАРЬ 2022 ГОДА И ПЕРЕЧИСЛЕН В БЮДЖЕТ ПОЛНОСТЬЮ ПО СРОКУ УПЛАТЫ 31.01.2023 Г. КОД ПЛАТЕЖА 00101;;
31.01.2023;94;6;PJCBBY2X;BY77 PJCB7424 3116096667337725;120970530;AMBERWAY GROUP;202,39;0,00;"Плата за услуги ""Приорбанк"" ОАО - обслуживание текущ.счетов в долл. США и ЕВРО при наличии суммарного среднедневного остатка по счетам более 500 000.00 BYN  в эквив-те (договор 9799 от 22.04.2014) за период с 01.01.2023 года по 31.01.2023 года ОДО ""ЦЕНТР ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ ""БИКОНСАЛТ"" согласно Перечню банк. и иных операций, оказ. ""Приорбанк"" ОАО за плату, и величин платы. Без НДС.  ";;
31.01.2023;1403;1;AKBBBY2X;BY77 AKBB1356 2126098863660743;772324917;ДЕЛЬТА СЕРВИС;495,00;0,00;ОТЧИСЛЕНИЯ В ФСЗН ИЗ ОКОНЧАТЕЛЬНОГО РАСЧЕТА ЗА ЯНВАРЬ 2023 ГОДА. РЕГИСТРАЦИОННЫЙ НОМЕР 527054500/БЮДЖЕТНЫЙ СТРАХОВОЙ ФОНД/ ПО СРОКУ УПЛАТЫДО 31.01.2023Г;;
