Приорбанк Открытое акционерное общество, БИК PJCBBY2X;27.05.2025 16:24:15;
ВЫПИСКА ПО СЧЕТУ BY77PJCB15079786863381112130 С 01.01.2024 ПО 31.12.2024;
Исполнитель**************** 4044;
Дата пред. опер.*********** 29.12.2023;
Счет клиента*************** BY77PJCB75156477590051045225 EUR Пассивный;
Наименование счета********* АЛЬФА СИСТЕМС;

Дата док.;N док.;Код опер;Корреспондент.Код;Корреспондент.Счет;Корреспондент.Название;Номинал.Дебет;Номинал.Кредит;Эквивалент.Дебет;Эквивалент.Кредит;Назначение;
25.01.2024;312;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;68 000,00;0,00;233 954,00;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
25.01.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;592,22;Переоценка ;
25.01.2024;124;1;EUR;KZ52 836BTB67 71360790;NORTHWIND TRADING;0,00;70 550,00;0,00;242 727,28;PLAVNO LLPBIN220340017991 EKNP1727851101 STR. 49BASTANA KAZAKHSTAN PAYMENT FOR SOFTWARE DEVELOPMENT ACCORDING TO CONTRACT 07-USD-22 DD 03.06.23/INS/IRVTDEFXXXX;
26.01.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;203,03;Переоценка ;
29.01.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;222,06;Переоценка ;
30.01.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;339,44;0,00;Переоценка ;
31.01.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;98,34;0,00;Переоценка ;
01.02.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;282,34;Переоценка ;
02.02.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;228,40;Переоценка ;
05.02.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;1 294,32;Переоценка ;
06.02.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;992,94;0,00;Переоценка ;
07.02.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;789,92;0,00;Переоценка ;
08.02.2024;313;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;7 000,00;0,00;24 295,60;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
08.02.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;951,71;Переоценка ;
09.02.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;178,00;Переоценка ;
12.02.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;291,73;0,00;Переоценка ;
13.02.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;96,42;Переоценка ;
14.02.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;17,31;Переоценка ;
15.02.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;306,57;0,00;Переоценка ;
16.02.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;237,34;Переоценка ;
19.02.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;548,86;Переоценка ;
20.02.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;14,83;Переоценка ;
21.02.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;91,48;Переоценка ;
22.02.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;64,28;Переоценка ;
22.02.2024;224;1;EUR;KZ52 836BTB67 71360790;NORTHWIND TRADING;0,00;61 350,00;0,00;214 547,09;PLAVNO LLPBIN220340017991 EKNP1727851101 STR. 49BASTANA KAZAKHSTAN PAYMENT FOR SOFTWARE DEVELOPMENT ACCORDING TO CONTRACT 07-USD-22 DD 03.06.23/INS/IRVTDEFXXXX;
23.02.2024;314;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;71 000,00;0,00;250 509,30;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
23.02.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;2 685,49;Переоценка ;
26.02.2024;1283;6;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;22,60;0,00;79,35;0,00;"Перевод с продажей по базовому курсу 3.4815/1. Плата за безнал.зачисл.ЗП и платежей к ней прирав.на карт-счета в нац. валюте ОДО ""ЦЕНТР ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ ""БИКОНСАЛТ"" согласно договору 9799 от 22.04.2014 за период с 23.02.2024 года по 2";
26.02.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;262,28;0,00;Переоценка ;
27.02.2024;315;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;9 800,00;0,00;34 425,44;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
27.02.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;28,60;Переоценка ;
28.02.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;27,83;0,00;Переоценка ;
29.02.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;46,21;0,00;Переоценка ;
01.03.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;35,18;0,00;Переоценка ;
04.03.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;27,30;0,00;Переоценка ;
04.03.2024;316;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;3 500,00;0,00;12 203,80;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
05.03.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;31,51;Переоценка ;
05.03.2024;1DS;1;EUR;PL77 77777627 8823132817930451;SILVERLAKE AB;0,00;14 000,00;0,00;49 067,20;1/PLAVNO SPOLKA Z OGRANICZONA ODPOW1/IEDZIALNOSCIA2/UL. OKRZEI,1A,10P3/PL/WARSZAWA,03-715 for software development under contract Bi-23-04EUR;
06.03.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;22,05;0,00;Переоценка ;
07.03.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;220,51;0,00;Переоценка ;
07.03.2024;317;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;3 500,00;0,00;12 212,90;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
11.03.2024;318;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;1 000,00;0,00;3 495,70;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
11.03.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;77,18;Переоценка ;
12.03.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;79,88;Переоценка ;
13.03.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;19,13;Переоценка ;
14.03.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;264,39;Переоценка ;
15.03.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;123,76;Переоценка ;
18.03.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;185,64;0,00;Переоценка ;
19.03.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;4,50;0,00;Переоценка ;
20.03.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;162,01;0,00;Переоценка ;
21.03.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;97,88;Переоценка ;
21.03.2024;324;1;EUR;KZ52 836BTB67 71360790;NORTHWIND TRADING;0,00;59 850,00;0,00;210 456,54;PLAVNO LLPBIN220340017991 EKNP1727851101 STR. 49BASTANA KAZAKHSTAN PAYMENT FOR SOFTWARE DEVELOPMENT ACCORDING TO CONTRACT 07-USD-22 DD 03.06.23/INS/IRVTDEFXXXX;
22.03.2024;319;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;3 500,00;0,00;12 359,90;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
22.03.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;1 066,52;Переоценка ;
22.03.2024;6DS;1;EUR;PL77 77777627 8823132817930451;SILVERLAKE AB;0,00;30 000,00;0,00;105 942,00;1/PLAVNO SPOLKA Z OGRANICZONA ODPOW1/IEDZIALNOSCIA2/UL. OKRZEI,1A,10P3/PL/WARSZAWA,03-715 for software development under contract Bi-23-04EUR;
25.03.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;2 020,34;0,00;Переоценка ;
25.03.2024;321;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;1 000,00;0,00;3 510,70;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
25.03.2024;320;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;80 000,00;0,00;280 856,00;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
26.03.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;147,75;Переоценка ;
27.03.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;174,30;Переоценка ;
28.03.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;102,92;0,00;Переоценка ;
29.03.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;365,22;0,00;Переоценка ;
29.03.2024;322;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;4 500,00;0,00;15 758,55;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
01.04.2024;323;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;2 500,00;0,00;8 767,75;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
01.04.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;62,93;Переоценка ;
02.04.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;24,01;0,00;Переоценка ;
03.04.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;90,24;0,00;Переоценка ;
04.04.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;142,09;Переоценка ;
05.04.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;235,22;Переоценка ;
08.04.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;72,01;0,00;Переоценка ;
09.04.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;25,92;0,00;Переоценка ;
09.04.2024;324;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;2 000,00;0,00;7 048,60;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
10.04.2024;325;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;3 000,00;0,00;10 610,40;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
10.04.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;95,01;Переоценка ;
11.04.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;24,38;Переоценка ;
12.04.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;133,88;0,00;Переоценка ;
15.04.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;153,21;0,00;Переоценка ;
15.04.2024;3DS;1;EUR;PL77 77777627 8823132817930451;SILVERLAKE AB;0,00;32 000,00;0,00;111 350,40;1/PLAVNO SPOLKA Z OGRANICZONA ODPOW1/IEDZIALNOSCIA2/UL. OKRZEI,1A,10P3/PL/WARSZAWA,03-715 for software development under contract Bi-23-04EUR;
16.04.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;21,96;Переоценка ;
17.04.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;58,57;Переоценка ;
18.04.2024;326;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;3 000,00;0,00;10 478,10;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
18.04.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;395,28;Переоценка ;
19.04.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;90,73;Переоценка ;
22.04.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;641,78;0,00;Переоценка ;
22.04.2024;327;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;2 000,00;0,00;6 952,60;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
23.04.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;410,81;0,00;Переоценка ;
24.04.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;192,76;Переоценка ;
24.04.2024;424;1;EUR;KZ52 836BTB67 71360790;NORTHWIND TRADING;0,00;69 850,00;0,00;242 337,59;PLAVNO LLPBIN220340017991 EKNP1727851101 STR. 49BASTANA KAZAKHSTAN PAYMENT FOR SOFTWARE DEVELOPMENT ACCORDING TO CONTRACT 07-USD-22 DD 03.06.23/INS/IRVTDEFXXXX;
25.04.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;547,83;0,00;Переоценка ;
25.04.2024;328;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;81 000,00;0,00;280 584,00;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
26.04.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;204,51;Переоценка ;
29.04.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;47,04;0,00;Переоценка ;
30.04.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;300,63;Переоценка ;
02.05.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;106,34;Переоценка ;
03.05.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;578,76;0,00;Переоценка ;
06.05.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;59,31;Переоценка ;
07.05.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;167,70;Переоценка ;
08.05.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;149,29;0,00;Переоценка ;
10.05.2024;329;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;3 500,00;0,00;12 159,35;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
10.05.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;143,15;Переоценка ;
15.05.2024;330;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;2 000,00;0,00;6 969,20;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
15.05.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;177,99;Переоценка ;
16.05.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;95,68;Переоценка ;
17.05.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;77,75;Переоценка ;
18.05.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;125,59;0,00;Переоценка ;
20.05.2024;331;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;5 000,00;0,00;17 505,00;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
20.05.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;197,35;Переоценка ;
21.05.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;12,94;Переоценка ;
22.05.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;136,33;0,00;Переоценка ;
23.05.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;177,12;0,00;Переоценка ;
23.05.2024;7DS;1;EUR;PL77 77777627 8823132817930451;SILVERLAKE AB;0,00;14 000,00;0,00;48 591,20;1/PLAVNO SPOLKA Z OGRANICZONA ODPOW1/IEDZIALNOSCIA2/UL. OKRZEI,1A,10P3/PL/WARSZAWA,03-715 for software development under contract Bi-23-04EUR;
24.05.2024;332;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;1 000,00;0,00;3 475,80;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
24.05.2024;333;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;79 000,00;0,00;274 588,20;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
24.05.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;119,75;Переоценка ;
24.05.2024;524;1;EUR;KZ52 836BTB67 71360790;NORTHWIND TRADING;0,00;59 850,00;0,00;208 026,63;PLAVNO LLPBIN220340017991 EKNP1727851101 STR. 49BASTANA KAZAKHSTAN PAYMENT FOR SOFTWARE DEVELOPMENT ACCORDING TO CONTRACT 07-USD-22 DD 03.06.23/INS/IRVTDEFXXXX;
27.05.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;41,43;0,00;Переоценка ;
27.05.2024;334;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;3 000,00;0,00;10 394,70;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
28.05.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;14,65;0,00;Переоценка ;
29.05.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;1,85;0,00;Переоценка ;
29.05.2024;335;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;400,00;0,00;1 377,72;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
30.05.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;5,70;Переоценка ;
31.05.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;3,32;Переоценка ;
03.06.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;5,29;Переоценка ;
03.06.2024;5DS;1;EUR;PL77 77777627 8823132817930451;SILVERLAKE AB;0,00;5 000,00;0,00;17 400,00;1/PLAVNO SPOLKA Z OGRANICZONA ODPOW1/IEDZIALNOSCIA2/UL. OKRZEI,1A,10P3/PL/WARSZAWA,03-715 for software development under contract Bi-23-04EUR;
04.06.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;109,09;0,00;Переоценка ;
05.06.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;33,49;0,00;Переоценка ;
05.06.2024;336;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;3 000,00;0,00;10 360,80;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
06.06.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;11,05;Переоценка ;
07.06.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;4,08;Переоценка ;
